,RecordNumber,CustomerId,LastName,RiskScore,Location,Gender,Age,LoyaltyYears,AccountBalance,ProductCount,HasCreditCard,ActiveStatus,IncomeEstimate,AnnualSpending,HasComplaint,ComplaintSatisfaction,CardType,CreditCardPoints
349,350,1349,Hawkins,37.0,Los Angeles,Male,45.0,11.0,24906.0,9.0,0.0,1.0,180259.0,62371.83983413324,1.0,8.0,American Express,573.0
350,351,1350,Weaver,50.0,Jacksonville,Female,43.0,8.0,86103.0,10.0,0.0,1.0,55929.0,34361.13358128565,1.0,10.0,Visa,4214.0
351,352,1351,Harmon,53.0,Chicago,,50.0,4.0,80675.0,10.0,1.0,1.0,81892.0,73336.11229829013,0.0,10.0,American Express,2596.0
352,353,1352,Harris,7.0,Washington,Male,38.0,9.0,47525.0,9.0,0.0,0.0,171611.0,39681.05060066085,1.0,5.0,Discover,4741.0
353,354,1353,Mccarthy,26.0,,Female,52.0,3.0,39230.0,7.0,0.0,0.0,76630.0,29979.602785943676,1.0,0.0,Visa,1478.0
354,355,1354,Cole,26.0,Indianapolis,Male,69.0,4.0,20520.0,2.0,1.0,1.0,160287.0,76694.6879281477,1.0,5.0,American Express,2073.0
355,356,1355,Williams,97.0,San Jose,Female,51.0,9.0,86238.0,6.0,0.0,1.0,190457.0,85589.19464132455,1.0,5.0,Visa,1513.0
356,357,1356,Adams,20.0,Columbus,Female,58.0,10.0,52934.0,4.0,0.0,0.0,151025.0,68723.22473421093,1.0,5.0,Discover,968.0
357,358,1357,,29.0,Indianapolis,Female,68.0,20.0,26566.0,1.0,1.0,1.0,107580.0,43512.36315099768,1.0,7.0,Discover,2196.0
358,359,1358,Key,96.0,Seattle,Male,64.0,9.0,74193.0,1.0,1.0,0.0,97462.0,39137.71618783519,1.0,5.0,Visa,1511.0
359,360,1359,Hernandez,27.0,Denver,Female,35.0,7.0,31134.0,5.0,0.0,1.0,133396.0,35118.34065491087,0.0,4.0,American Express,654.0
360,361,1360,Williams,63.0,Indianapolis,Female,28.0,1.0,11345.0,2.0,1.0,1.0,117037.0,49152.95687036302,0.0,10.0,American Express,2992.0
361,362,1361,Mills,96.0,Columbus,Female,40.0,7.0,42185.0,4.0,0.0,1.0,115310.0,44613.68395397609,0.0,1.0,Discover,4650.0
362,363,1362,Jenkins,68.0,Dallas,Male,65.0,15.0,93949.0,1.0,1.0,0.0,176080.0,77563.89593834696,0.0,3.0,American Express,4520.0
363,364,1363,Castro,60.0,San Diego,Male,39.0,4.0,71744.0,4.0,1.0,0.0,68928.0,37100.12744020888,0.0,9.0,Discover,292.0
364,365,1364,Brown,47.0,Los Angeles,Female,34.0,2.0,34455.0,6.0,1.0,1.0,109876.0,67779.06406623493,0.0,4.0,American Express,2601.0
365,366,1365,Gomez,18.0,Fort Worth,Male,22.0,11.0,29018.0,10.0,1.0,0.0,44976.0,47497.075422539725,0.0,9.0,Discover,4526.0
366,367,1366,Reid,3.0,San Antonio,Female,61.0,12.0,55219.0,4.0,0.0,1.0,144984.0,70162.429375284,0.0,3.0,MasterCard,4412.0
367,368,1367,Woods,34.0,Dallas,Female,28.0,12.0,46991.0,1.0,1.0,1.0,178698.0,73093.67776088271,0.0,1.0,American Express,4493.0
368,369,1368,Dunlap,63.0,Austin,Female,47.0,9.0,74616.0,7.0,1.0,0.0,118256.0,43430.1358254879,1.0,6.0,American Express,1588.0
369,370,1369,Rasmussen,48.0,Columbus,Female,32.0,3.0,88438.0,2.0,1.0,0.0,120537.0,64042.35161546069,1.0,9.0,American Express,595.0
370,371,1370,Gomez,16.0,Houston,Female,44.0,8.0,10486.0,9.0,0.0,0.0,155772.0,75230.05600065144,0.0,9.0,Visa,2593.0
371,372,1371,Rowe,43.0,Fort Worth,Female,52.0,1.0,39862.0,3.0,0.0,0.0,129331.0,47970.24612974843,1.0,1.0,American Express,2123.0
372,373,1372,Mullins,91.0,Los Angeles,Female,50.0,18.0,59870.0,8.0,1.0,1.0,27526.0,-2994.0604075322444,1.0,0.0,Visa,1943.0
373,374,1373,Anderson,29.0,Phoenix,Male,37.0,0.0,87694.0,8.0,1.0,0.0,123863.0,72067.54671815524,0.0,4.0,Visa,915.0
374,375,1374,Miranda,92.0,Austin,Male,33.0,6.0,44856.0,3.0,1.0,0.0,190572.0,86155.09711450049,0.0,0.0,Discover,3869.0
375,376,1375,Morse,45.0,Philadelphia,Male,51.0,16.0,87055.0,4.0,1.0,1.0,93366.0,41862.79359614153,0.0,0.0,Visa,2794.0
376,377,1376,Sanders,5.0,Seattle,Male,19.0,2.0,32379.0,2.0,1.0,1.0,76096.0,34800.99183662953,1.0,0.0,Visa,3078.0
377,378,1377,Norton,98.0,San Jose,Male,45.0,19.0,65729.0,4.0,1.0,1.0,158982.0,72685.71016136098,1.0,5.0,MasterCard,975.0
378,379,1378,Winters,36.0,Houston,Male,57.0,19.0,29378.0,9.0,0.0,1.0,91185.0,41635.67697991061,0.0,8.0,American Express,1075.0
379,380,1379,Rodriguez,23.0,Dallas,Male,45.0,20.0,55353.0,2.0,1.0,0.0,70248.0,25816.240809146468,1.0,9.0,Visa,2989.0
380,381,1380,Garcia,92.0,Philadelphia,Female,64.0,2.0,50996.0,3.0,1.0,0.0,153023.0,69813.12223563554,1.0,10.0,American Express,3467.0
381,382,1381,Strong,45.0,Los Angeles,Female,56.0,2.0,15031.0,4.0,1.0,1.0,99888.0,32829.85254031317,0.0,0.0,Visa,1451.0
382,383,1382,Nichols,52.0,Indianapolis,Female,23.0,16.0,81072.0,5.0,1.0,1.0,114533.0,48884.98837300068,0.0,4.0,Discover,3823.0
383,384,1383,Mendoza,94.0,Phoenix,Female,26.0,6.0,66982.0,1.0,1.0,0.0,61954.0,11327.855143303184,1.0,8.0,MasterCard,3932.0
384,385,1384,Evans,98.0,Philadelphia,Male,37.0,13.0,37683.0,7.0,1.0,0.0,109719.0,53633.69519999309,1.0,8.0,Visa,2028.0
385,386,1385,Clements,59.0,Jacksonville,Male,18.0,16.0,50970.0,10.0,0.0,0.0,159876.0,61813.93976471118,1.0,0.0,American Express,362.0
386,387,1386,Bradford,96.0,San Jose,Female,25.0,17.0,7587.0,7.0,0.0,0.0,20595.0,3227.635471291689,1.0,7.0,Discover,2429.0
387,388,1387,West,62.0,Philadelphia,Female,40.0,12.0,63790.0,9.0,0.0,0.0,49592.0,24265.15363149196,1.0,0.0,American Express,3632.0
388,389,1388,Brown,84.0,San Diego,Male,20.0,19.0,32480.0,4.0,0.0,1.0,60643.0,20286.86585796873,1.0,7.0,Discover,2318.0
389,390,1389,Cantrell,31.0,Los Angeles,Female,21.0,19.0,99530.0,6.0,0.0,1.0,82665.0,41366.38351558389,1.0,0.0,MasterCard,3085.0
390,391,1390,Price,86.0,Jacksonville,Female,42.0,20.0,21527.0,2.0,0.0,1.0,171895.0,62464.94355440115,0.0,4.0,Discover,2345.0
391,392,1391,Williams,32.0,Fort Worth,Female,64.0,17.0,24569.0,4.0,1.0,1.0,25972.0,-2608.622151201745,0.0,7.0,American Express,3598.0
392,393,1392,Shelton,66.0,San Antonio,Female,55.0,3.0,12151.0,2.0,1.0,0.0,35882.0,3668.713465314857,0.0,5.0,American Express,4329.0
393,394,1393,Lee,17.0,San Jose,Male,32.0,0.0,72094.0,10.0,1.0,1.0,174841.0,79281.57483648908,0.0,8.0,Visa,1731.0
394,395,1394,Davis,24.0,Fort Worth,Female,38.0,17.0,60174.0,5.0,1.0,0.0,45020.0,31901.900471904184,1.0,0.0,Discover,26.0
395,396,1395,English,94.0,Indianapolis,Female,52.0,0.0,45739.0,7.0,1.0,0.0,193820.0,71881.68536626636,1.0,8.0,American Express,92.0
396,397,1396,Thomas,53.0,Columbus,Male,70.0,12.0,33954.0,1.0,1.0,0.0,122621.0,54621.48113875559,1.0,0.0,Visa,2664.0
397,398,1397,Brown,57.0,Los Angeles,Male,70.0,19.0,36303.0,10.0,0.0,0.0,105374.0,59478.801051134295,0.0,9.0,MasterCard,308.0
398,399,1398,Hanson,66.0,Austin,Female,63.0,19.0,50970.0,10.0,1.0,0.0,64912.0,37231.00093824101,1.0,9.0,American Express,51.0
399,400,1399,Rosales,45.0,New York,Male,69.0,9.0,94036.0,7.0,0.0,0.0,32879.0,34753.54847378557,1.0,2.0,Visa,318.0
400,401,1400,Cooper,23.0,Denver,Female,31.0,10.0,68568.0,10.0,0.0,0.0,53798.0,36289.126791807845,0.0,0.0,American Express,1992.0
401,402,1401,Williams,31.0,Houston,Female,53.0,8.0,67788.0,6.0,1.0,1.0,127791.0,55293.569915864406,0.0,2.0,Discover,4276.0
402,403,1402,Johnson,46.0,Denver,Male,29.0,8.0,72045.0,6.0,1.0,0.0,197145.0,89800.54051379317,1.0,10.0,Visa,3891.0
403,404,1403,Smith,85.0,Austin,Female,34.0,4.0,38842.0,8.0,1.0,1.0,95791.0,61509.02382221528,0.0,1.0,Discover,4742.0
404,405,1404,Harvey,22.0,San Diego,Female,56.0,10.0,14900.0,8.0,1.0,1.0,86983.0,40985.71039650418,0.0,1.0,MasterCard,3956.0
405,406,1405,Ellis,65.0,Austin,Female,26.0,16.0,81059.0,6.0,1.0,0.0,194077.0,102633.49148426122,1.0,8.0,Discover,2692.0
406,407,1406,Alvarez,26.0,Houston,Female,52.0,1.0,2881.0,3.0,1.0,0.0,153922.0,34639.03291938917,1.0,7.0,Visa,3018.0
407,408,1407,Ward,1.0,Indianapolis,Male,30.0,12.0,34037.0,5.0,1.0,1.0,179472.0,57985.21615220458,1.0,0.0,American Express,2024.0
408,409,1408,Hall,89.0,,Male,32.0,8.0,2630.0,2.0,0.0,1.0,31953.0,21836.165077482627,0.0,3.0,Visa,4431.0
409,410,1409,Potter,16.0,San Diego,Female,35.0,3.0,21789.0,5.0,1.0,1.0,126410.0,55486.15210153251,0.0,0.0,Discover,1525.0
410,411,1410,Montoya,32.0,Chicago,Male,68.0,4.0,89059.0,9.0,1.0,1.0,145155.0,89334.62176571808,0.0,0.0,Discover,1278.0
411,412,1411,Leblanc,8.0,Los Angeles,Female,50.0,10.0,84494.0,10.0,0.0,0.0,174607.0,77132.53359273261,1.0,3.0,American Express,513.0
412,413,1412,Robinson,42.0,Charlotte,Female,23.0,18.0,47151.0,1.0,1.0,0.0,101029.0,38901.84577471667,0.0,1.0,MasterCard,4337.0
413,414,1413,Sharp,47.0,Phoenix,Female,44.0,20.0,49920.0,10.0,1.0,0.0,24055.0,18936.61757794957,0.0,2.0,Visa,1733.0
414,415,1414,Coffey,38.0,New York,Female,40.0,2.0,68231.0,5.0,0.0,1.0,58170.0,20427.41029076266,1.0,10.0,American Express,3370.0
415,416,1415,Torres,92.0,Houston,Female,44.0,11.0,81357.0,6.0,1.0,0.0,119976.0,44437.04326902965,0.0,8.0,American Express,3921.0
416,417,1416,Lynch,41.0,Charlotte,Male,51.0,18.0,4262.0,7.0,1.0,1.0,111423.0,25927.789979180103,1.0,1.0,American Express,2500.0
417,418,1417,Mccormick,25.0,Washington,Female,63.0,18.0,67981.0,9.0,1.0,0.0,155604.0,80530.9241446961,0.0,3.0,Visa,3464.0
418,419,1418,Simmons,98.0,Denver,Male,55.0,12.0,82972.0,6.0,1.0,1.0,155996.0,75197.54284806077,1.0,0.0,Visa,2259.0
419,420,1419,Browning,49.0,Chicago,Male,45.0,6.0,76485.0,5.0,1.0,0.0,68037.0,26199.724790395307,0.0,1.0,Visa,4763.0
420,421,1420,Martinez,24.0,Washington,Female,53.0,14.0,55722.0,7.0,1.0,0.0,112115.0,50055.61424487112,0.0,4.0,MasterCard,4689.0
421,422,1421,Francis,23.0,Austin,Female,70.0,6.0,90499.0,1.0,0.0,1.0,97926.0,42914.75111339949,1.0,9.0,American Express,2659.0
422,423,1422,Meyer,12.0,Indianapolis,,25.0,7.0,51818.0,5.0,1.0,1.0,90400.0,54385.33253787765,1.0,0.0,Discover,255.0
423,424,1423,Taylor,59.0,Fort Worth,Female,52.0,4.0,30932.0,2.0,1.0,1.0,119525.0,41879.72866437399,1.0,10.0,Discover,1502.0
424,425,1424,Lee,6.0,Austin,Female,36.0,20.0,7901.0,4.0,0.0,1.0,121164.0,31990.772892184497,1.0,6.0,American Express,4656.0
425,426,1425,Smith,56.0,Los Angeles,Male,47.0,13.0,9597.0,7.0,0.0,1.0,161774.0,57529.11165121424,1.0,3.0,Discover,2110.0
426,427,1426,Thomas,35.0,Dallas,Female,31.0,3.0,64909.0,5.0,1.0,0.0,126732.0,54222.50543165387,0.0,5.0,MasterCard,406.0
427,428,1427,Smith,44.0,Los Angeles,Female,37.0,9.0,73391.0,6.0,0.0,1.0,35385.0,48854.83910203707,0.0,7.0,MasterCard,2849.0
428,429,1428,Lawrence,19.0,Dallas,Male,66.0,19.0,85214.0,2.0,1.0,0.0,29336.0,24540.59102465809,0.0,5.0,Visa,3176.0
429,430,1429,Brown,64.0,Dallas,Male,45.0,14.0,9263.0,3.0,1.0,0.0,85421.0,13406.817407753686,1.0,1.0,Visa,1860.0
430,431,1430,Ramos,7.0,San Diego,Female,57.0,17.0,64293.0,7.0,0.0,0.0,182297.0,58783.46484242483,0.0,0.0,Visa,2447.0
431,432,1431,Sandoval,15.0,Indianapolis,Male,41.0,19.0,26805.0,2.0,1.0,0.0,56021.0,21072.934975865846,1.0,7.0,Visa,722.0
432,433,1432,Hammond,13.0,New York,Female,31.0,12.0,92679.0,6.0,1.0,0.0,154854.0,66877.54886142073,1.0,7.0,Visa,1282.0
433,434,1433,Castro,75.0,Austin,Male,43.0,7.0,12874.0,5.0,0.0,1.0,137369.0,38069.90393488273,0.0,8.0,,613.0
434,435,1434,Smith,86.0,San Diego,Male,55.0,8.0,94065.0,10.0,0.0,1.0,69111.0,60930.46461255785,0.0,5.0,Discover,3331.0
435,436,1435,Roberts,14.0,San Jose,Female,40.0,15.0,87402.0,1.0,0.0,0.0,109402.0,62125.25147429241,1.0,0.0,Visa,3116.0
436,437,1436,Mills,91.0,San Antonio,Male,39.0,18.0,15079.0,10.0,0.0,0.0,139774.0,50606.271210627696,0.0,8.0,MasterCard,1978.0
437,438,1437,George,97.0,Chicago,Male,45.0,15.0,50850.0,4.0,1.0,1.0,62719.0,44388.612441708654,1.0,2.0,Discover,812.0
438,439,1438,Pace,65.0,Chicago,Male,36.0,10.0,73779.0,2.0,0.0,1.0,145695.0,79241.96033398614,0.0,10.0,MasterCard,1786.0
439,440,1439,Wood,31.0,Seattle,Male,63.0,13.0,96408.0,4.0,0.0,0.0,154585.0,70011.19098481568,0.0,5.0,MasterCard,330.0
440,441,1440,Hughes,86.0,Phoenix,Male,68.0,13.0,10018.0,1.0,0.0,1.0,164407.0,50875.948360092334,0.0,9.0,American Express,2212.0
441,442,1441,Morales,62.0,Jacksonville,Male,20.0,3.0,50500.0,2.0,0.0,1.0,195212.0,92250.61544453862,0.0,9.0,American Express,1216.0
442,443,1442,Lee,85.0,Jacksonville,Female,59.0,14.0,13100.0,8.0,0.0,1.0,124126.0,52130.96956467351,0.0,10.0,Visa,4482.0
443,444,1443,Fowler,50.0,Denver,Female,36.0,2.0,58021.0,6.0,1.0,0.0,97658.0,45716.72767970661,1.0,8.0,MasterCard,3337.0
444,445,1444,Martinez,24.0,Philadelphia,Male,26.0,4.0,50970.0,2.0,0.0,1.0,185912.0,65041.72197131092,0.0,10.0,Discover,2375.0
445,446,1445,Miller,57.0,Los Angeles,Female,45.0,0.0,64400.0,6.0,1.0,0.0,51007.0,40155.925670057535,0.0,2.0,American Express,1240.0
446,447,1446,Edwards,62.0,Jacksonville,Female,37.0,2.0,93446.0,10.0,0.0,0.0,126833.0,60229.96116866049,0.0,4.0,American Express,319.0
447,448,1447,Martin,61.0,Denver,Female,62.0,14.0,30437.0,9.0,0.0,0.0,138637.0,50561.73345406322,1.0,4.0,MasterCard,4494.0
448,449,1448,,21.0,Phoenix,Male,24.0,7.0,77537.0,7.0,0.0,0.0,140721.0,78297.44146386979,1.0,9.0,American Express,1914.0
449,450,1449,Coleman,57.0,Jacksonville,Female,31.0,3.0,47675.0,9.0,0.0,0.0,113220.0,40357.40764189854,1.0,6.0,American Express,4200.0
450,451,1450,Jones,57.0,Indianapolis,Male,45.0,1.0,50970.0,5.0,0.0,1.0,46393.0,4222.257429271389,1.0,3.0,Discover,4791.0
451,452,1451,Morgan,85.0,Indianapolis,Female,36.0,10.0,21862.0,7.0,0.0,0.0,77480.0,15090.928081298898,1.0,10.0,MasterCard,329.0
452,453,1452,Decker,48.0,San Jose,Male,64.0,3.0,12669.0,7.0,0.0,0.0,137243.0,61211.18826687623,0.0,3.0,American Express,659.0
453,454,1453,Deleon,51.0,Indianapolis,Male,69.0,2.0,54772.0,3.0,0.0,0.0,108290.0,54510.611373802094,0.0,6.0,MasterCard,3688.0
454,455,1454,Maddox,41.0,Charlotte,Female,31.0,1.0,16916.0,7.0,1.0,1.0,124263.0,49744.07621311247,0.0,8.0,American Express,3118.0
455,456,1455,Evans,69.0,Jacksonville,Female,55.0,16.0,11878.0,1.0,0.0,1.0,160179.0,52432.8119468843,1.0,10.0,Discover,4916.0
456,457,1456,Powell,14.0,San Francisco,Male,70.0,20.0,3985.0,9.0,1.0,1.0,25993.0,13144.5990755319,1.0,3.0,MasterCard,1972.0
457,458,1457,Collins,53.0,Denver,Female,53.0,19.0,98905.0,10.0,0.0,1.0,113650.0,59192.00149009777,0.0,3.0,,1793.0
458,459,1458,Elliott,59.0,San Diego,Female,57.0,12.0,74648.0,6.0,1.0,1.0,137595.0,68198.70568642596,1.0,5.0,Discover,3218.0
459,460,1459,Clarke,100.0,Indianapolis,Female,34.0,4.0,42235.0,5.0,0.0,1.0,72066.0,24925.004311870427,1.0,5.0,American Express,4557.0
460,461,1460,Lawrence,96.0,Phoenix,Male,47.0,20.0,19931.0,7.0,0.0,1.0,131850.0,38406.95614724946,1.0,6.0,MasterCard,2533.0
461,462,1461,Brown,7.0,San Francisco,Male,26.0,8.0,93876.0,5.0,0.0,0.0,62942.0,39369.52565174988,0.0,0.0,American Express,2457.0
462,463,1462,Medina,52.0,Philadelphia,Female,50.0,5.0,1336.0,10.0,1.0,0.0,36138.0,9538.22553516038,0.0,10.0,MasterCard,2447.0
463,464,1463,Scott,59.0,San Diego,Female,69.0,4.0,43933.0,5.0,1.0,1.0,138558.0,57426.85164066296,1.0,2.0,MasterCard,4366.0
464,465,1464,Anderson,4.0,Seattle,Female,42.0,9.0,85899.0,10.0,1.0,0.0,195599.0,87562.25795111114,0.0,8.0,American Express,2733.0
465,466,1465,Huff,67.0,Jacksonville,Male,31.0,7.0,46536.0,7.0,1.0,0.0,29190.0,-19585.152914284445,1.0,5.0,Discover,4480.0
466,467,1466,Beasley,5.0,Charlotte,Male,28.0,6.0,70504.0,10.0,0.0,1.0,112259.0,47255.64442253234,1.0,5.0,Visa,4155.0
467,468,1467,Edwards,95.0,Dallas,Female,70.0,6.0,52148.0,7.0,0.0,0.0,98422.0,41590.9002264396,0.0,4.0,Discover,219.0
468,469,1468,Hill,50.0,Fort Worth,Female,52.0,5.0,17279.0,3.0,0.0,0.0,102315.0,48462.4203860833,1.0,10.0,Discover,2818.0
469,470,1469,Erickson,46.0,Charlotte,Female,58.0,20.0,69665.0,3.0,1.0,1.0,49086.0,26986.923916178675,0.0,2.0,American Express,1906.0
470,471,1470,Whitehead,50.0,San Jose,Female,31.0,19.0,72386.0,10.0,0.0,0.0,168394.0,76923.46618099912,0.0,10.0,Discover,2611.0
471,472,1471,Rodriguez,54.0,San Francisco,Female,47.0,2.0,50970.0,3.0,1.0,1.0,145604.0,90952.00309735838,0.0,4.0,Discover,2593.0
472,473,1472,Harris,39.0,San Antonio,Female,58.0,18.0,78485.0,6.0,1.0,1.0,120814.0,46785.96470052726,1.0,0.0,Visa,95.0
473,474,1473,Cisneros,51.0,Indianapolis,Male,21.0,14.0,75055.0,6.0,1.0,0.0,139324.0,71565.70225864401,0.0,2.0,Discover,988.0
474,475,1474,Cox,15.0,San Antonio,Female,21.0,3.0,92911.0,3.0,1.0,0.0,148921.0,67438.5816606548,0.0,3.0,Visa,1112.0
475,476,1475,Gonzalez,12.0,Columbus,Male,45.0,11.0,99618.0,3.0,1.0,0.0,23435.0,23288.212577107657,1.0,4.0,American Express,2278.0
476,477,1476,Butler,29.0,Charlotte,Female,25.0,5.0,78273.0,8.0,0.0,1.0,121505.0,52088.391660466856,1.0,9.0,Visa,245.0
477,478,1477,Strickland,18.0,San Antonio,Female,19.0,18.0,67670.0,8.0,1.0,0.0,73331.0,33480.57691584114,1.0,8.0,MasterCard,2158.0
478,479,1478,Bean,16.0,Dallas,Male,58.0,3.0,77474.0,7.0,1.0,1.0,180014.0,113025.42147906491,0.0,3.0,MasterCard,4329.0
479,480,1479,Smith,62.0,Denver,Male,63.0,10.0,55028.0,10.0,0.0,0.0,180131.0,80582.30872071665,1.0,2.0,Visa,3349.0
480,481,1480,Swanson,18.0,San Francisco,Male,39.0,8.0,91022.0,4.0,1.0,0.0,133457.0,80755.32861786209,0.0,9.0,MasterCard,2725.0
481,482,1481,Bond,50.0,San Diego,Male,58.0,4.0,92632.0,4.0,1.0,1.0,72389.0,54821.78486836495,0.0,0.0,American Express,4077.0
482,483,1482,Sims,57.0,Seattle,Female,33.0,12.0,72128.0,3.0,0.0,0.0,73014.0,23014.132115980414,1.0,9.0,MasterCard,4898.0
483,484,1483,Dunn,54.0,Seattle,Male,46.0,17.0,19108.0,5.0,0.0,0.0,183898.0,73357.47970323307,0.0,5.0,Visa,2666.0
484,485,1484,Henry,89.0,Washington,Female,66.0,4.0,53495.0,3.0,0.0,1.0,50297.0,43026.89614507346,0.0,6.0,American Express,3199.0
485,486,1485,Perry,100.0,San Antonio,Male,65.0,15.0,83806.0,8.0,1.0,1.0,111423.0,36054.40525960889,0.0,9.0,MasterCard,2754.0
486,487,1486,Johnson,89.0,Chicago,Female,47.0,18.0,50970.0,7.0,0.0,0.0,41322.0,45803.91667161126,0.0,7.0,American Express,1417.0
487,488,1487,Casey,61.0,Seattle,Female,29.0,13.0,77533.0,3.0,0.0,1.0,55739.0,44000.66209854079,1.0,0.0,Visa,654.0
488,489,1488,Pace,22.0,San Jose,Female,52.0,15.0,57830.0,9.0,0.0,0.0,160791.0,89498.9504481367,0.0,3.0,MasterCard,2442.0
489,490,1489,Bernard,8.0,San Antonio,Female,28.0,14.0,75640.0,5.0,1.0,1.0,99553.0,47586.71987486381,1.0,10.0,American Express,110.0
490,491,1490,Hartman,11.0,Indianapolis,Female,63.0,3.0,53509.0,9.0,0.0,1.0,28314.0,15319.940177242735,0.0,4.0,American Express,89.0
491,492,1491,Roberts,0.0,Columbus,Female,67.0,6.0,67406.0,7.0,1.0,1.0,113831.0,56152.26890627454,0.0,1.0,MasterCard,762.0
492,493,1492,Hall,57.0,,Male,38.0,15.0,95220.0,7.0,1.0,0.0,95164.0,66785.30993163623,1.0,0.0,American Express,3172.0
493,494,1493,Ramirez,0.0,Jacksonville,Female,38.0,20.0,50970.0,6.0,0.0,0.0,127658.0,36743.89119158036,0.0,7.0,American Express,2179.0
494,495,1494,Young,33.0,Fort Worth,Male,22.0,20.0,50649.0,2.0,1.0,1.0,97028.0,29188.692845689675,0.0,5.0,Visa,2504.0
495,496,1495,Anderson,95.0,Los Angeles,Male,65.0,7.0,35524.0,9.0,1.0,1.0,56113.0,30560.902789316133,0.0,4.0,Visa,1464.0
496,497,1496,Hamilton,47.0,Chicago,Female,37.0,16.0,97493.0,6.0,0.0,1.0,137174.0,70967.95707225843,0.0,8.0,Visa,97.0
497,498,1497,Wilson,88.0,Phoenix,Male,54.0,15.0,34885.0,8.0,1.0,0.0,166429.0,65077.878931756844,0.0,10.0,Visa,292.0
498,499,1498,Lopez,0.0,Austin,Female,20.0,9.0,45369.0,1.0,0.0,1.0,40365.0,38107.017712358655,0.0,10.0,Visa,1839.0
499,500,1499,Anderson,15.0,,Male,61.0,9.0,96402.0,5.0,1.0,1.0,59029.0,37408.35653881147,1.0,1.0,Visa,1734.0
500,501,1500,Mcbride,60.0,Jacksonville,Female,50.0,1.0,31676.0,1.0,1.0,1.0,21737.0,-4941.208309306205,1.0,9.0,MasterCard,2619.0
501,502,1501,Gonzalez,63.0,San Antonio,Male,70.0,8.0,65093.0,10.0,0.0,1.0,151042.0,88057.46557199943,1.0,7.0,Visa,4747.0
502,503,1502,Rodriguez,62.0,Charlotte,Female,26.0,16.0,48764.0,8.0,0.0,0.0,105474.0,39354.21712561223,0.0,10.0,American Express,2196.0
503,504,1503,Davis,68.0,Indianapolis,Female,26.0,10.0,51799.0,8.0,1.0,0.0,98218.0,37082.27877987902,0.0,9.0,MasterCard,3466.0
504,505,1504,Hudson,21.0,Houston,Female,21.0,9.0,80414.0,6.0,1.0,1.0,178571.0,96831.15013722598,0.0,8.0,American Express,1906.0
505,506,1505,Johnson,92.0,Fort Worth,Female,52.0,16.0,94095.0,9.0,0.0,0.0,148692.0,64893.15878958482,1.0,0.0,Visa,1721.0
506,507,1506,Conrad,66.0,Seattle,Male,34.0,3.0,73307.0,2.0,1.0,0.0,197229.0,87092.10147965189,0.0,6.0,Visa,3691.0
507,508,1507,Barry,75.0,New York,Female,51.0,15.0,83062.0,9.0,1.0,0.0,148411.0,70718.8512406032,1.0,7.0,American Express,1816.0
508,509,1508,Beck,25.0,San Francisco,Male,41.0,19.0,96432.0,1.0,1.0,1.0,192106.0,105206.13103109994,0.0,2.0,American Express,252.0
509,510,1509,Eaton,15.0,Fort Worth,,49.0,14.0,32923.0,10.0,1.0,0.0,20294.0,12421.74306818228,0.0,3.0,American Express,4227.0
510,511,1510,Brennan,50.0,San Jose,Male,18.0,20.0,79388.0,9.0,0.0,0.0,44596.0,51007.02005914299,0.0,2.0,Discover,3519.0
511,512,1511,Jones,100.0,,Female,25.0,4.0,48574.0,4.0,0.0,0.0,118185.0,25340.95151265194,1.0,6.0,Discover,1907.0
512,513,1512,Anderson,85.0,Los Angeles,Male,62.0,5.0,44391.0,9.0,0.0,1.0,31434.0,30888.52236953077,0.0,8.0,Discover,1910.0
513,514,1513,Pierce,56.0,Chicago,Male,40.0,16.0,54664.0,7.0,0.0,0.0,78382.0,30956.52441982342,1.0,2.0,Discover,2521.0
514,515,1514,Johnson,28.0,San Jose,Male,64.0,0.0,68384.0,6.0,0.0,0.0,58098.0,51537.91316607992,0.0,5.0,MasterCard,3849.0
515,516,1515,Hicks,77.0,Los Angeles,Female,57.0,18.0,32027.0,5.0,0.0,0.0,24655.0,16162.244788305452,0.0,7.0,Visa,1058.0
516,517,1516,Thomas,91.0,Fort Worth,Female,29.0,3.0,36464.0,9.0,1.0,1.0,103029.0,34800.89667990598,1.0,5.0,American Express,3538.0
517,518,1517,Bernard,68.0,Fort Worth,Male,29.0,16.0,35485.0,2.0,0.0,1.0,66228.0,41911.66093021633,0.0,1.0,Visa,2322.0
518,519,1518,Jones,46.0,Seattle,Female,63.0,8.0,20456.0,2.0,1.0,0.0,23771.0,22384.33347207252,0.0,6.0,American Express,186.0
519,520,1519,Williams,93.0,Chicago,Female,64.0,1.0,75795.0,9.0,1.0,0.0,94099.0,56397.141228586384,0.0,1.0,Visa,948.0
520,521,1520,Meyer,61.0,San Antonio,Male,32.0,7.0,36554.0,3.0,1.0,1.0,140811.0,51354.3876036694,0.0,1.0,MasterCard,2290.0
521,522,1521,Peterson,68.0,Columbus,Male,58.0,14.0,47922.0,8.0,0.0,1.0,82257.0,34366.17876377915,1.0,1.0,Discover,4359.0
522,523,1522,Castro,75.0,Washington,Female,36.0,6.0,14409.0,9.0,1.0,0.0,37558.0,10168.52162878565,1.0,10.0,Visa,4617.0
523,524,1523,Boone,15.0,Indianapolis,Male,43.0,5.0,70327.0,8.0,0.0,1.0,78436.0,48109.5534734994,0.0,0.0,American Express,4878.0
